ResourceAgencyNum,PublicName,AlternateName,OfficialName,TaxonomyLevelName,ParentAgency,ParentAgencyNum,RecordOwner,UniqueIDPriorSystem,MailingAttentionName,MailingAddress1,MailingAddress2,MailingCity,MailingStateProvince,MailingPostalCode,MailingCountry,MailingAddressIsPrivate,PhysicalAddress1,PhysicalAddress2,PhysicalCity,PhysicalCounty,PhysicalStateProvince,PhysicalPostalCode,PhysicalCountry,PhysicalAddressIsPrivate,OtherAddress1,OtherAddress2,OtherCity,OtherCounty,OtherStateProvince,OtherPostalCode,OtherCountry,Latitude,Longitude,HoursOfOperation,Phone1Number,Phone1Name,Phone1Description,Phone1IsPrivate,Phone1Type,Phone2Number,Phone2Name,Phone2Description,Phone2IsPrivate,Phone2Type,Phone3Number,Phone3Name,Phone3Description,Phone3IsPrivate,Phone3Type,Phone4Number,Phone4Name,Phone4Description,Phone4IsPrivate,Phone4Type,Phone5Number,Phone5Name,Phone5Description,Phone5IsPrivate,Phone5Type,PhoneFax,PhoneFaxDescription,PhoneFaxIsPrivate,PhoneTTY,PhoneTTYDescription,PhoneTTYIsPrivate,PhoneTollFree,PhoneTollFreeDescription,PhoneTollFreeIsPrivate,PhoneNumberHotline,PhoneNumberHotlineDescription,PhoneNumberHotlineIsPrivate,PhoneNumberBusinessLine,PhoneNumberBusinessLineDescription,PhoneNumberBusinessLineIsPrivate,PhoneNumberOutOfArea,PhoneNumberOutOfAreaDescription,PhoneNumberOutOfAreaIsPrivate,PhoneNumberAfterHours,PhoneNumberAfterHoursDescription,PhoneNumberAfterHoursIsPrivate,EmailAddressMain,WebsiteAddress,AgencyStatus,AgencyClassification,AgencyDescription,SearchHints,CoverageArea,CoverageAreaText,Eligibility,EligibilityAdult,EligibilityChild,EligibilityFamily,EligibilityFemale,EligibilityMale,EligibilityTeen,SeniorWorkerName,SeniorWorkerTitle,SeniorWorkerEmailAddress,SeniorWorkerPhoneNumber,SeniorWorkerIsPrivate,MainContactName,MainContactTitle,MainContactEmailAddress,MainContactPhoneNumber,MainContactType,MainContactIsPrivate,LicenseAccreditation,IRSStatus,FEIN,YearIncorporated,AnnualBudgetTotal,LegalStatus,SourceOfFunds,ExcludeFromWebsite,ExcludeFromDirectory,DisabilitiesAccess,PhysicalLocationDescription,BusServiceAccess,PublicAccessTransportation,FeeStructureSource,ApplicationProcess,ResourceInfo,DocumentsRequired,LanguagesOffered,LanguagesOfferedList,AvailabilityNumberOfTimes,AvailabilityFrequency,ServiceNotAlwaysAvailability,CapacityType,ServiceCapacity,NormalWaitTime,AvailabilityPeriod,TemporaryMessage,TemporaryMessageAppears,TemporaryMessageExpires,EnteredOn,UpdatedOn,MadeInactiveOn,InternalNotes,InternalNotesForEditorsAndViewers,HighlightedResource,LastVerifiedOn,LastVerifiedByName,LastVerifiedByTitle,LastVerifiedByPhoneNumber,LastVerifiedByEmailAddress,LastVerificationApprovedBy,AvailableForDirectory,AvailableForReferral,AvailableForResearch,PreferredProvider,ConnectsToSiteNum,ConnectsToProgramNum,LanguageOfRecord,CurrentWorkflowStepCode,Categories,TaxonomyTerm,TaxonomyTerms,TaxonomyTermsNotDeactivated,TaxonomyCodes,Coverage,Hours,Custom_rqa,Max Of rowid,Tax
10597085,MISSION LEARNING CENTER,One-on-One Tutoring Program,,Site,MISSION LEARNING CENTER,10597084,,Site1727,,,,,,,United States,,"474 Valencia Street, Suite 210",,San Francisco,San Francisco,CA,94103,United States,,,,,,,,,37.773969,-122.410448,"Monday-Friday, 9-5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@mlcsf.org,www.mlcsf.org,Active,Nonprofit (501(c)(3)),,10597085,,,,,,,,,,Alexis Filippini,Executive Director,alexis@mlcsf.org,415-575-3535 ext. 16,,Lillian Egloff,After School Program Coordinator,julia@mlcsf.org,,,,,,,,,,,No,No,Building entrance accessible; Restroom accessible; All floors accessible;,Cross street(s): 16th Street,"MUNI: 14 Mission, 22 Fillmore,  33 Stanyan, 49 Van Ness-Mission; BART: 16th Street Mission Station",,,,,,,,,,,,,,,,,,3/24/86,4/19/11,,,,,2/5/10,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597087,MISSION NEIGHBORHOOD CENTER EXCELSIOR SENIOR CENTER,,,Site,MISSION NEIGHBORHOOD CENTER EXCELSIOR SENIOR CENTER,10597086,,Site1729,,,,,,,United States,,4752 Mission Street,,San Francisco,San Francisco,CA,94112,United States,,,,,,,,,37.720114,-122.440383,"Monday-Friday, 9-2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inactive,Nonprofit (501(c)(3)),,10597087,,,,,,,,,,Beronica Menjibai,Site Coordinator,,,,Martha Calderon,Senior Services Coordinator,,,,,,,,,,,,No,No,Building entrance accessible; Restroom accessible; Special parking; All floors accessible;,Cross street(s): Leo Street,"MUNI - 14 Mission, 49 Van Ness",,,,,,,,,,,,,,,,,,11/18/04,8/6/09,,,,,,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597091,24TH STREET CENTER,,,Site,MISSION NEIGHBORHOOD CENTERS,10597088,,Site3773,,,,,,,United States,,3013 - 24th Street,,San Francisco,San Francisco,CA,94110,United States,,,,,,,,,37.748423,-122.413671,"Monday-Friday, 8:30-5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,www.mncsf.org,Active,,,10597091,,,,,,,,,,Diana Garcia,,diana.garcia@mncsf.org,415-206-7752 ext. 223,,,,,,,,,,,,,,,No,No,Restroom accessible; All floors accessible;,Cross street(s): Harrison Street,"12 Folsom, 48 Quintara, 67 Bernal Heights",,,,,,,,,,,,,,,,,,10/24/06,4/26/11,,,,,9/22/11,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597093,BERNAL DWELLINGS FULL DAY CHILDCARE,,,Site,MISSION NEIGHBORHOOD CENTERS,10597088,,Site4078,,,,,,,United States,,3141 26th Street,,San Francisco,San Francisco,CA,94110,United States,,,,,,,,,37.748423,-122.413671,"Monday-Friday, 8-6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@mncsf.org,www.mncsf.org,Active,,,10597093,,,,,,,,,,Stephanie Martinas,,,415-206-7752,,Salinas Escalante,,,,,,,,,,,,,No,No,Building entrance accessible; Restroom accessible;,Cross street(s): Treat Avenue,"MUNI - 12 Folsom, 27 Bryan, 67 Bernal Heights",,,,,,,,,,,,,,,,,,3/5/07,4/26/11,,,,,9/22/11,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597089,CAPP STREET CENTER,"MNC, NGN",,Site,MISSION NEIGHBORHOOD CENTERS,10597088,,Site1731,,,,,,,United States,,362 Capp Street,,San Francisco,San Francisco,CA,94110,United States,,,,,,,,,37.748423,-122.413671,"Monday-Friday, 8:30-5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,contact@mncsf.org,www.mncsf.org,Active,Nonprofit (501(c)(3)),,10597089,,,,,,,,,,Santiago Ruiz / Martha Calderon,Director / Director of Senior Services,santiago.ruiz@mncsf.org,,,Stephanie Martinez,Children's Services Director,Stephanie.Martinez@mncsf.org,,,,,,,,,,,No,No,Building entrance accessible; Restroom accessible;,Cross street(s): 18th Street,"MUNI - 14 Mission, 33 Ashbury, 49 Van Ness/Mission. BART - 16th Street Station",,,,,,,,,,,,,,,,,,3/24/86,4/26/11,,,,,9/22/11,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597097,JEAN JACOBS HEAD START AT COLEMAN ADVOCATE,,,Site,MISSION NEIGHBORHOOD CENTERS,10597088,,Site4082,,,,,,,United States,,459 Vienna Street,,San Francisco,San Francisco,CA,94112,United States,,,,,,,,,37.720114,-122.440383,"Monday-Friday, 8:30-5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@mncsf.org,www.mncsf.org,Active,,,10597097,,,,,,,,,,Aura Ordenana,,,,,,,,,,,,,,,,,,No,No,Building entrance accessible; Restroom accessible;,Cross street(s): Persia Avenue,"MUNI - 29 Sunset, 54 Felton",,,,,,,,,,,,,,,,,,3/5/07,3/5/10,,,,,9/22/11,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597094,MISSION BAY FULL DAY CARE SITE,,,Site,MISSION NEIGHBORHOOD CENTERS,10597088,,Site4079,,,,,,,United States,,152 Berry Street,,San Francisco,San Francisco,CA,94158,United States,,,,,,,,,37.7587,-122.3951,"Monday-Friday, 8-5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missionbhs@sbcglobal.net,www.mncsf.org,Active,,,10597094,,,,,,,,,,Daria Espinoza,,missionbhs@sbcglobal.net,,,,,,,,,,,,,,,,No,No,Restroom accessible; Building entrance accessible;,Cross street(s): 3rd Street,"15 Third Street, 76 Marin Headlands, N Judah",,,,,,,,,,,,,,,,,,3/5/07,4/26/11,,,,,9/22/11,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597098,MISSION GIRLS SERVICES,,,Site,MISSION NEIGHBORHOOD CENTERS,10597088,,Site4083,,,,,,,United States,,3007 24th Street,,San Francisco,San Francisco,CA,94110,United States,,,,,,,,,37.748423,-122.413671,"Monday-Friday, 9:30-5:30Summer Nutrition Program  6/14/10 - 8/6/10 Monday - Thursday                                                  Lunch: 11:00 - 12:00                                                  Snack: 4:00 - 5:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gloria.romero@mncsf.org,www.mncyouthservices.org,Active,,,10597098,,,,,,,,,,Gloria Romero,Girls Director,missiongirls@aol.com,,,Tracky Brown,Director of Youth,,415-206-7756,,,,,,,,,,No,No,Building entrance accessible; Restroom accessible; All floors accessible;,,,,,,,,,,,,,,,,,,,,3/5/07,4/26/11,,,,,9/22/11,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597090,PRECITA VALLEY COMMUNITY CENTER,,,Site,MISSION NEIGHBORHOOD CENTERS,10597088,,Site3772,,,,,,,United States,,534 Precita Avenue,,San Francisco,San Francisco,CA,94110,United States,,,,,,,,,37.748423,-122.413671,"Monday-Friday, 8:30-5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valentina.sedeno@mncsf.org,www.mncsf.org,Active,,,10597090,,,,,,,,,,Tracy Brown,,tracy.brown@mncsf.org,415-206-7756,,,,,,,,,,,,,,,No,No,Building entrance accessible; Restroom accessible; All floors accessible;,Cross street(s): Alabama Street,MUNI - 27 Bryant,,,,,,,,,,,,,,,,,,10/24/06,4/26/11,,,,,9/22/11,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597099,REAL ALTERNATIVES PROGRAM,,,Site,MISSION NEIGHBORHOOD CENTERS,10597088,,Site4084,,,,,,,United States,,2730 Bryant Street,,San Francisco,San Francisco,CA,94110,United States,,,,,,,,,37.748423,-122.413671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@mncsf.org,www.mncsf.org,Inactive,,,10597099,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,3/5/07,4/26/11,,,,,9/22/11,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597096,STEVENSON HEAD START CENTER,,,Site,MISSION NEIGHBORHOOD CENTERS,10597088,,Site4081,,,,,,,United States,,1320 Stevenson Street,,San Francisco,San Francisco,CA,94103,United States,,,,,,,,,37.773969,-122.410448,"Monday-Friday, 8:30-4:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stevensonhs@sbcglobal.net,www.mncsf.org,Active,,,10597096,,,,,,,,,,Eleanore Cabrera,,stevensonhs@sbcglobal.net,,,,,,,,,,,,,,,,No,No,Building entrance accessible; Restroom accessible;,Cross street(s): Mccoppin Street,"14 Mission, 49 Van Ness-Mission",,,,,,,,,,,,,,,,,,3/5/07,4/26/11,,,,,9/22/11,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597092,VALENCIA HEAD START CENTERS,,,Site,MISSION NEIGHBORHOOD CENTERS,10597088,,Site3774,,,,,,,United States,,673-675 Valencia Street,,San Francisco,San Francisco,CA,94110,United States,,,,,,,,,37.748423,-122.413671,"Monday-Friday, 8:30-5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,www.mncsf.org,Active,,,10597092,,,,,,,,,,Theresa Sanches,,theresa.sanches@mncsf.org,415-206-7752,,,,,,,,,,,,,,,No,No,Wheelchair unaccessible,Cross street(s): 18 Street,"14 Mission, 22 Fillmore,  33 Stanyan",,,,,,,,,,,,,,,,,,10/24/06,4/26/11,,,,,9/22/11,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597095,WOMEN'S BUILDING FULL DAY CHILDCARE,,,Site,MISSION NEIGHBORHOOD CENTERS,10597088,,Site4080,,,,,,,United States,,3543 18th Street,,San Francisco,San Francisco,CA,94110,United States,,,,,,,,,37.748423,-122.413671,"Monday-Friday, 8-6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missionneighborhoo@sbcglobal.net,www.mncsf.org,Active,,,10597095,,,,,,,,,,Judith Hondoy,Contact Person,missionneighborhoo@sbcglobal.net,415-701-1995,,,,,,,,,,,,,,,No,No,Restroom accessible; Building entrance accessible;,Cross street(s): Lapidge Street,MUNI - 33 Stanyan,,,,,,,,,,,,,,,,,,3/5/07,4/26/11,,,,,9/22/11,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597101,MISSION NEIGHBORHOOD HEALTH CENTER,,,Site,MISSION NEIGHBORHOOD HEALTH CENTER,10597100,,Site1733,,,,,,,United States,,240 Shotwell Street,,San Francisco,San Francisco,CA,941101323,United States,,,,,,,,,37.748423,-122.413671,"Monday-Tuesday, 8-5:30; Wednesday 10-8:30; Thursday-Friday, 8-5:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@mnhc.org,www.mnhc.org,Active,Nonprofit (501(c)(3)),,10597101,,,,,,,,,,Brenda Storey,Executive Director,brendastorey@mnhc.org,,,Ricardo Alvarez,Medical Director,ricardoalvarez@mnhc.org,,,,,,,,,,,No,No,Building entrance accessible; Restroom accessible; Special parking; All floors accessible;,Cross street(s): 16th Street,"MUNI - 12 Folsom, 14 Mission, 22 Fillmore, 33 Ashbury, 49 Van Ness/Mission. BART - 16th Street Station. Transportation can be arranged for senior or disabled clinic patients on an extremely limited basis",,,,,,,,,,,,,,,,,,3/24/86,12/3/10,,,,,,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597102,MISSION NEIGHBORHOOD RESOURCE CENTER,,,Site,MISSION NEIGHBORHOOD HEALTH CENTER,10597100,,Site1734,,,,,,,United States,,165 Capp Street,,San Francisco,San Francisco,CA,94110,United States,,,,,,,,,37.748423,-122.413671,"Monday-Friday, 7-7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,www.mnhc.org,Active,Nonprofit (501(c)(3)),,10597102,,,,,,,,,,Laura Guzman,Director,,,,,,,,,,,,,,,,,No,No,Building entrance accessible; Restroom accessible; All floors accessible;,Cross street(s): 16th Street,"MUNI - 14 Mission, 33 Stanyan, 49 Van Ness / Mission.  BART - 16th Street Station",,,,,,,,,,,,,,,,,,10/16/02,5/4/11,,,,,,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597104,"MISSION PRESBYTERIAN CHURCH, IGLESIA PRESBITERIANA DE LA MISION","Iglesia Presbiteriana de La Mission, Neighborhood",,Site,"MISSION PRESBYTERIAN CHURCH, IGLESIA PRESBITERIANA DE LA MISION",10597103,,Site1736,,,,,,,United States,,3261 - 23rd Street,,San Francisco,San Francisco,CA,94110,United States,,,,,,,,,37.748423,-122.413671,"Monday-Friday, 10:30-6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,Church Affiliated,,10597104,,,,,,,,,,Reverend Mauricio Chacon,Pastor,,,,Jose BonaÌÎå±os,Pantry Coordinator,,,,,,,,,,,,No,No,Restroom accessible; Building entrance accessible;,Cross street(s): Capp Street,"MUNI - 14 Mission, 49 Van Ness/Mission. BART - 24th Street Station",,,,,,,,,,,,,,,,,,5/8/00,4/17/09,,,,,4/17/09,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597108,MISSIONARIES OF CHARITY QUEEN OF PEACE SHELTER,,,Site,MISSIONARIES OF CHARITY QUEEN OF PEACE SHELTER,10597107,,Site1740,,,,,,,United States,,55 Sadowa Street,,San Francisco,San Francisco,CA,94112,United States,,,,,,,,,37.720114,-122.440383,"Monday-Friday, 8-12 and 3-6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,Church Affiliated,,10597108,,,,,,,,,,Sister Mary Elzeena,House in Charge,,,,Sister Mary Elzeena,House in Charge,,,,,,,,,,,,Yes,No,Not wheelchair accessible at this time;,Cross street(s): San Jose Avenue,"MUNI - 15 Third, 24 Divisadero, 54 Felton, M Oceanview",,,,,,,,,,,,,,,,,,9/24/86,5/1/09,,,,,2/22/08,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597110,ASIAN PACIFIC FUND,Growing Up Asian in America; ; Growing Up Asian in America,,Site,ASIAN PACIFIC FUND,10597109,,Site175,,,,,,,United States,,"225 Bush Street, Suite 590",,San Francisco,San Francisco,CA,94104,United States,,,,,,,,,37.791257,-122.400811,"Monday-Friday, 9-6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@asianpacificfund.org,www.asianpacificfund.org,Active,Nonprofit (501(c)(3)),,10597110,,,,,,,,,,Gail M. Kong,Executive Director and President,,415-433-6859 ext. 15,,Golda Hernandez,Scholarship and Project Coordinator,golda@asianpacificfund.org,415-433-6859 ext. 13,,,,,,,,,,No,No,Building entrance accessible; Restroom accessible; All floors accessible;,Cross street(s): Sansome Street,Muni: All Market Street lines; BART: Montgomery Station,,,,,,,,,,,,,,,,,,1/29/96,4/27/11,,,,,4/26/11,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597112,MORRISANIA WEST,,,Site,MORRISANIA WEST,10597111,,Site1744,,,,,,,United States,,"205 - 13th Street, Suite 3300",,San Francisco,San Francisco,CA,94103,United States,,,,,,,,,37.773969,-122.410448,"Monday-Friday, 9-6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maurice692@yahoo.com,www.morrisaniawest.org/,Inactive,Nonprofit (501(c)(3)),,10597112,,,,,,,,,,Maurice James,Executive Director,Maurice692@yahoo.com,,,Charles Dixon,Program Director,tunadixon@netscape.net,,,,,,,,,,,No,No,All floors accessible; Building entrance accessible; Restroom accessible;,Cross street(s): Mission Street,"MUNI - 12 Folsom, 14 Mission, 22 Fillmore, 49 Van Ness. BART - 16th Street Mission Station",,,,,,,,,,,,,,,,,,5/5/03,5/16/12,,,,,2/22/08,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597114,"MORRISANIA WEST, INC.",,,Site,"MORRISANIA WEST, INC.",10597113,,Site1749,,,,,,,United States,,"380 Webster Street, Room 21",,San Francisco,San Francisco,CA,94117,United States,,,,,,,,,37.770051,-122.441408,"Monday-Friday, 9-6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maurice692@yahoo.com,www.morrisaniawest.org/,Inactive,Nonprofit (501(c)(3)),,10597114,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Restroom accessible; All floors accessible; Building entrance accessible;,John Muir Elementary School; Cross street(s): Oak Street,"MUNI - 16AX Noriega Express, 21 Hayes, 22 Fillmore",,,,,,,,,,,,,,,,,,5/8/03,7/11/11,,,,,10/8/08,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597117,SUNSET NEIGHBORHOOD BEACON CENTER,"MBH, SNBS, ASPIRANET",,Site,ASPIRANET,10597115,,Site1752,,,,,,,United States,No,3925 Noriega Street,,San Francisco,San Francisco,CA,94122,United States,No,,,,,CA,,United States,37.761523,-122.480944,"Monday-Friday, 9-5",,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,www.snbc.org,Active,Nonprofit (501(c)(3)),,10597117,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Michael Funk,Executive Director,mfunk@snbc.org,,No,Megan Agee,Director of Community Programs,magee@snbc.org,,,No,,None or unknown,,,,None or unknown,,No,No,Building entrance accessible; Restroom accessible; All floors accessible;,Cross street(s): 46th Avenue,MUNI - 71 Haight/Noriega,,,,,,,,,,,,,,,,,,6/13/01,2/7/14,,,,FALSE,2/20/09,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597119,MOST HOLY REDEEMER AIDS SUPPORT GROUP,,,Site,MOST HOLY REDEEMER AIDS SUPPORT GROUP,10597118,,Site1754,,,,,,,United States,,100 Diamond Street,,San Francisco,San Francisco,CA,941142414,United States,,,,,,,,,37.758232,-122.436161,"Monday-Thursday, 9-4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mhr@mhr-asg.com,www.mhr-asg.com,Active,Nonprofit (501(c)(3)),,10597119,,,,,,,,,,Pete Toms,Program Coordinator,pete@mhr-asg.com,,,,,,,,,,,,,,,,No,No,Building entrance accessible; Restroom accessible; All floors accessible; Special arrangements can be made;,Cross street(s): 18th Street,"MUNI: 24 Divisadero, 33 Stanyan, 35 Eureka, 37 Corbett, F Market, K Ingleside, L Taraval, M Oceanview, T Third Street",,,,,,,,,,,,,,,,,,12/8/89,11/7/12,,,,,9/27/12,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597126,API LEGAL OUTREACH,"Asian Pacific Islander Legal Outreach; Nihonmachi Legal Outreach; ; Asian Pacific Islander Legal Outreach, Nihonmachi",,Site,API LEGAL OUTREACH,10597125,,Site177,,,,,,,United States,,1121 Mission Street,,San Francisco,San Francisco,CA,94103,United States,,,,,,,,,37.773969,-122.410448,"Monday-Friday, 9-5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@apilegaloutreach.org,www.apilegaloutreach.org,Active,Nonprofit (501(c)(3)),,10597126,,,,,,,,,,Dean Ito Taylor,Staff Attorney,dit@apilegaloutreach.org,,,,,,,,,,,,,,,,No,No,Building entrance accessible;,Cross street(s): 7th Street,"MUNI - 1 California, 2 Clement,  38 Geary; BART - Civic Center",,,,,,,,,,,,,,,,,,4/19/86,7/31/12,,,,,5/24/12,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597128,THE EPIPHANY CENTER,"Daughters of Charity, Mount Saint Joseph, Mount Sa",,Site,THE EPIPHANY CENTER,10597127,,Site1761,,,,,,,United States,,100 Masonic Avenue,,San Francisco,San Francisco,CA,94118,United States,,,,,,,,,37.781735,-122.459432,"Monday-Friday, 9-5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,www.theepiphanycenter.org,Active,Nonprofit (501(c)(3)),,10597128,,,,,,,,,,"Estela Morales, DC",Executive Director,,,,Lilian Uwuseba,Program Director,luwuseba@msjse.org,415-351-4052,,,,,,,,,Donations; State; County; City;,No,No,Building entrance accessible; Restroom accessible; All floors accessible;,Cross street(s): O'Farrell Street,"MUNI - 31 Balboa, 38 Geary, 43 Masonic",,,,,,,,,,,,,,,,,,7/16/79,9/26/11,,,,,,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597130,MUJERES UNIDAS Y ACTIVAS,,,Site,MUJERES UNIDAS Y ACTIVAS,10597129,,Site1765,,,,,,,United States,,"3543 - 18th Street, Suite 23",,San Francisco,San Francisco,CA,94110,United States,,,,,,,,,37.748423,-122.413671,"Monday-Friday, 10-6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mua@mujeresunidas.net,www.mujeresunidas.net,Active,Nonprofit (501(c)(3)),,10597130,,,,,,,,,,Juana Flores,Co-Director,Juanita@mujeresunidas.net,,,Andrea Lee,Co-Director,andrea@mujeresunidas.net,415-621-8140 ext. 302,,,,,,,,,,Yes,No,Building entrance accessible; Restroom accessible; All floors accessible;,Cross street(s): Valencia Street,"MUNI - 14 Mission, 33 Ashbury, Market Street lines. BART - 16th Street Station",,,,,,,,,,,,,,,,,,1/7/93,11/30/12,,,,,11/6/08,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597133,MUSCULAR DYSTROPHY ASSOCIATION GREATER BAY AREA CHAPTER,MDA Greater Bay Area Chapter,,Site,MUSCULAR DYSTROPHY ASSOCIATION GREATER BAY AREA CHAPTER,10597132,,Site1767,,,,,,,United States,,"1388 Sutter Street, Suite 505",,San Francisco,San Francisco,CA,94109,United States,,,,,,,,,37.793547,-122.419329,"Monday-Friday, 9-5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sanfrancisco@mdausa.org,www.mdausa.org,Active,Nonprofit (501(c)(3)),,10597133,,,,,,,,,,Leslie Uptain,Executive Director,,,,Jennifer Fisher,Health Care Service Coordinator,jfisher@mdausa.org,,,,,,,,,,Donations; Independent Fund Raising;,Yes,No,Building entrance accessible; All floors accessible; Special parking; Restroom accessible;,Cross street(s): Van Ness Avenue,"MUNI - 38L, 2, 4, 19, 38, 47, 49, 90",,,,,,,,,,,,,,,,,,3/28/01,6/7/11,,,,,5/12/10,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
10597139,NAMI SAN FRANCISCO,"AMI, National Alliance for the Mentally Ill, Natio",,Site,NAMI SAN FRANCISCO,10597138,,Site1774,,,,San Francisco,CA,94109,United States,No,1010 Gough Street,,San Francisco,San Francisco,CA,94109,United States,No,,,,,CA,,United States,37.793547,-122.419329,Hours vary according to office and support group schedules,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,namisf@fsasf.org,www.namisf.org,Active,Nonprofit (501(c)(3)),,10597139,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Gifford Boyce-Smith, M.D.",President,,,No,Claire Polansky,Program Manager,namisf@fsasf.org,,,No,,None or unknown,,,,None or unknown,Fees; Donations; Membership Dues;,No,No,Building entrance accessible; All floors accessible; Restroom accessible; Special parking;,Cross street(s): Grant Street,MUNI - All Market Street lines. BART - Montgomery Street Station,,,,,,,,,,,,,,,,,,1/17/90,5/31/13,,,,FALSE,5/23/11,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,,
